,text,sentiment,label
2276,have fun at the show tonight... wish i could be there,positive,1
2277,"just go near a hive, theyll tame you!",negative,-1
2278,i know! i love nicholas braun & i think hell make an okay cameron but i dont wanna see it either,positive,1
2279,"and em, my baby, start kindergarten. what a crazy summer its go to be.",positive,1
2280,lucky! i cant see it tonight....,neutral,0
2281,_emily i wish i be there to hear that!,neutral,0
2282,my three most hat word be 'see you monday',negative,-1
2283,i hope itll go by as quickly as possible.,positive,1
2284,its a sad day for beer drink movie goers. the speakeasy theaters be no more,negative,-1
2285,i be in so much pain i really dont feel too good. couldnt eat my dinner,negative,-1
2286,youre right....im 29 and ive hear the song a time or two,positive,1
2287,home after spend a day catch up with my old pal,neutral,0
2288,people be cruel sometimes. i cant imagine be a star.,negative,-1
2289,- whoa. 'sack chase whores' ? that be soo out of character for you to say that... bring back my sweet superman,neutral,0
2290,"logically, yes. i just have to find one though. always seem to see them beside motorways when you cant stop",neutral,0
2291,but i do tweet about you,neutral,0
2292,sick at home and so bore i want to get better already so i can enjoy be a college grad!,negative,-1
2293,"philippines tour, please? please? please?",neutral,0
2294,symphonic i,neutral,0
2295,ahh! yay! so youre gonna get it?,positive,1
2296,"too much food at todays company gill out, want to go home and lay in the sun. instead here until dark, probably",neutral,0
2297,awww! i didnt see this till now and edwin just left! i know you want some! forsure tomorrow ill make u a new batch!,neutral,0
2298,kinda have a headache...,negative,-1
2299,awe...thank you jon!,positive,1
2300,id love to work with you! http://myspace.com/inikco tell ur friends to follow me!,positive,1
2301,"todays line up: more work on os bluetooth app, a brief stint with uniservity and if i get time some cs4 tutorials... busy bank holiday",neutral,0
2302,"omg, watch hollie steel cry be so so painful #bgt",negative,-1
2303,make coffee cake for her mom,neutral,0
2304,that suck about your prints. sorry,negative,-1
2305,"its so sunny outside, and i have no one to go out and play with",neutral,0
2306,achieve a new appreciation on how a xml build script can really be painful and cumbersome,neutral,0
2307,finish up clean my desk at least. . . office be look empty. . .almost time to be in the car for 1 1/2! #fb,neutral,0
2308,weather sucks!!... its rain again!!,negative,-1
2309,work soonnnnnn its look rly dead today...,negative,-1
2310,today be my first mother day with my little boy. hope youre have a beautiful mother day too,positive,1
2311,dude. youre a hax0r!!!1! you should put final cut pro on there and tell me how stable it be,neutral,0
2312,i know my mom be go up there monday with me to get it changed. im so upset,negative,-1
2313,happy morning sunshine its may 4! im drive with the windows down and sing and smile and not wear shoe because im kirsten!,positive,1
2314,the vogue model miss rachel be out merh ...,neutral,0
2315,"gotta sleep, and then off to work",neutral,0
2316,trent reznor - liddle beotch doesnt get his way. this could be the title,neutral,0
2317,wow! some person u are!,positive,1
2318,i miss my peanut gallery,negative,-1
2319,watch alien with my boobie at craig rise house 11 early bedtime for the grow up,neutral,0
2320,i click on the check out picture of angelina and it go to a spam site about order check .. go figure,neutral,0
2321,"blake sea should have be a water sandbox (a la cordova), but we cant rez object and autoreturn be 5 mins",neutral,0
2322,emily be over tonight xd work experience be over. jen im go to miss see you like everyday,negative,-1
2323,i feel slightly sick now #bgt,negative,-1
2324,"okay, the man with the hook for a hand be kinda freak me out right now.",negative,-1
2325,"i miss you too, mojokins! i go there, but not long enough to comment will do more this weekend!",negative,-1
2326,lebron maybe the mvp this year ... but i like the lakers to win the nba title,positive,1
2327,"cant really do anything about that, now can i?",neutral,0
2328,"sigh. it be a sad, lonely profession.",negative,-1
2329,congrats! youre the first person ive heard/read say that today,positive,1
2330,cherry italian ice be my fave. i want to get the local ritas on twitter so theyll send out the daily flavors.,positive,1
2331,very cute kitty,positive,1
2332,heyya guys! do anyone know how to give formulas to create a sudoku? please help,neutral,0
2333,"its pretty good, actually! a few lame episodes, but otherwise good. give it a try!",neutral,0
2334,watchin family guy,neutral,0
2335,oh no fair.... thats in 9 hours,negative,-1
2336,"anytime love..you look beautiful! next time your in nyc, hopefully we can link up! enjoy your even",positive,1
2337,just make a cake for mi madre im goooooddd!,positive,1
2338,i am! go on a hike today!,neutral,0
2339,"can we turn back time, make it so you didnt hurt your knee so bad.. :( and then you can come to mine and never be ignored??",neutral,0
2340,i should go shower but ffaf be **** distraaaaacting,negative,-1
2341,im clean listen to fiona apple then off to a birthday party!!!!!! i cant believe that im 25 already,neutral,0
2342,ah! so nice to be back on bike commute although three days off and my (what google sez be called) my quadriceps literally screaming. gah,neutral,0
2343,mother day have be good for me,positive,1
2344,"i want my woosoo like now plz i gant wait, know shes so close be drive me nutts",neutral,0
2345,aww noooo that doesnt sound too great,negative,-1
2346,early morning r&b. ? http://blip.fm/~5jimj,neutral,0
2347,"i do do that one twitter while driving, although the iphone keypad suck for drive and type",negative,-1
2348,she doesnt need a darn (watching my language) thing but that never stop her & i map u. u live in the boonies :-o,neutral,0
2349,miss him so much. why do he have to work cant he just spend time with me and get pay for that lol,neutral,0
2350,lol... not gross at all theyre gross?,neutral,0
2351,"sorry blokey, 6 hrs later & im still hold ur fluffy towel. have to dash. hope u find other mean to dry ur self",neutral,0
2352,feel pretty good this morning! let hope it last through the day,positive,1
2353,be on the radio,neutral,0
2354,tummy hurt,negative,-1
2355,back from london now just catch up on all the tv and sleep all day!,neutral,0
2356,"make sense that greatfirewallofchina.org, a site to test whether a site be block in china, be block in china. get that? any others?",neutral,0
2357,follow friday: follow more people then followers follow me? woot #followfriday,neutral,0
2358,"thats not helpful. at least know youve get a place secure already if things dont pan out, but my finger be cross you",neutral,0
2359,and what do i do to u kk thank,positive,1
2360,aww thats cute,positive,1
2361,"hi, i teach some chinese lessons on youtube... feel free to have a look www.youtube.com/chineselearn",neutral,0
2362,record an acoustic track! for you sexy kids!,neutral,0
2363,i have to pee.,neutral,0
2364,"wow 41,000 now....your really kickin careys butt with this competition! see you both very soon!",positive,1
2365,"oh dear, hope you be feel better soon, get some nice hot chicken soup down you.",positive,1
2366,i know - but there be load of others leave,neutral,0
2367,morning,neutral,0
2368,"twitter from her seat in the exam hall! it start in 15mins. pray for seat 299 in mpsh1-a to be blessed, oh and for wisdom to flow. whee",positive,1
2369,gorgeous day! off to hash around waterley bottom - wonderful name for a village! quiz mistressing at the porto this even,positive,1
2370,another lake park kid be go to tulane. im not unique anymore,negative,-1
2371,"welcome to glasgow felix, sorry i cant be there tonight",negative,-1
2372,thats what i be think but the only time its gonna be on be 1 am!,neutral,0
2373,anywho im have an early night good night twitter world.,neutral,0
2374,"im not get any treatments, we be just gonna hang out at the pool and the hot tubs.",negative,-1
2375,since you travel quite often and use online travel sit we would love some feedback on ixigo.com from you,positive,1
2376,"good stuff, smile back? why wont you go to his concert too? :o. wish i could instead of work on my music which be fail lol x",positive,1
2377,again your fault i didnt make u leave,negative,-1
2378,happy birthday! sorry for the blank one my sister mess me up.,negative,-1
2379,appreciation lunch at work. good food! but suck be here on my day off lol,neutral,0
2380,tgif resto here at home be dayuummm expensive!,negative,-1
2381,i seriously want a pug buy me one?,neutral,0
2382,just finish read chuck palahniuks 'pygmy' and kind of hat it. im really disappointed; i have pretty high hop for this one.,negative,-1
2383,"play ball at the park, coach a youngster on fundamentals.. goin home to steak and lobster.. word up",neutral,0
2384,"google mother day, phew, us & uk have different dates! learn something new every day",neutral,0
2385,must be time of month: water eye again!: http://tinyurl.com/cuwj2b (speciaal voor : zo vind ik ze wï¿½l leuk! ),neutral,0
2386,_x butbutbuttt he reply to you load,neutral,0
2387,"rid daddys bike (yes a man bike, very convenient! not) in the dark without glass on. i be scar but i survive haha",negative,-1
2388,very upset.... mom be in the hospital,negative,-1
2389,because of the new #kirk. thats why. because of the new #kirk.,neutral,0
2390,"i miss my nipissing pitas good thing weve get a euphoria in barrie, cause i would never survive summer without my pitas and smoothies!!",positive,1
2391,heyyyyy us english fan want some sign too,neutral,0
2392,i love all my friends and draw be fun tonight,positive,1
2393,_j think so.. although think i be be ignored! not a good day,negative,-1
2394,that be annoying. what gear be it? ill take it off your hand,negative,-1
2395,my back hurt have a heat pad on it... stupid ladder y do you have to collapse and make me fall on my back/bum???,negative,-1
2396,"youre the third person to ask me out on mon afternoon ;) im so sorry, but im help tutor my friend for c1/c2 ****",neutral,0
2397,im go to bed nighttt nighttt xxo ilys,neutral,0
2398,gonna do laundry....never do laundry @ a hotel before.....i miss you r.....even though you ignore me and don even check on me....,negative,-1
2399,ewww just print my new i.d badge thingie 4 work n eww my picture. i take so many n they be all ugly,negative,-1
2400,bye for now people .,neutral,0
2401,thank for the ok ...hope we can tweet more down the road,positive,1
2402,_a_michael cute thank for sharing! and please direct message me before you go to bed jam ;) ;) you know you want to!,positive,1
2403,"just saw ghost of girlfriends past with my bf, that movie be so predictable but so funny! i love it",positive,1
2404,we agree!! you guy rock,positive,1
2405,"thank and ill cross my finger for you, that the rain will stop",positive,1
2406,awake at 4am.. cant sleep,negative,-1
2407,stock for tonight,neutral,0
2408,good morning,positive,1
2409,anyone else have a problem access their account info on the istore? i cant buy music and cant look at my account,negative,-1
2410,frame damage... car could be total,negative,-1
2411,shop in keswick,neutral,0
2412,where do the rain go??,neutral,0
2413,_apuya hey hey andrew!!! haha! ;p well happy mother day to your mum.,positive,1
2414,just realize you can get arrest for public disturbance. oh well ill take my chances.,neutral,0
2415,want her boo btw love fhnixons post hilarious!!!!,positive,1
2416,"yeah, right. what if our politicians start use upload their pics, lot of inside stories will be out",neutral,0
2417,ugh soooo much work to do today while try to make the 6:10 train to the game... look like a 4-5 hour sunday at the office.,negative,-1
2418,ur leave me for a week i know i dont see u everyday but i like the fact that ur in the same city as me,neutral,0
2419,have a fantastic day with an amaze girl! just wish sara didnt have to go home. #fb,positive,1
2420,so....im guess no bgn?,neutral,0
2421,ow. okay. its good youre better now.,positive,1
2422,_breannarose fuuuuuuck idk if andy can get youuuu,negative,-1
2423,"peter, the bar owner be work his way up to 1000 beers-all belgian. have coffin for drinkers of mort subite",neutral,0
2424,doesnt look good we have to go burn some lampions,negative,-1
2425,my mouth hurts. wish i could cut my head off,negative,-1
2426,bacoor wahaha may wifi toinks new hair wiih short.. short.. http://plurk.com/p/sveoi,neutral,0
2427,oh and #antiboyle didnt work out either never too much of a bad thing eh uk eh,negative,-1
2428,blogging..its my new passion,positive,1
2429,"im sorry you arent have a good day. cheer up though, your day doesnt define you...",neutral,0
2430,no but i just check and get it lol. you be ok! i go live for a few minutes and everything be fine.,positive,1
2431,the trailer have be remove i have a look and see if i can find it somewhere,neutral,0
2432,i have a dream that u didnt like me,negative,-1
2433,"yes i am, do you want to meet?",neutral,0
2434,make sure you practice your hoop today!,positive,1
2435,"ugh, still sick. this calgary cold have last forever.",negative,-1
2436,"oh, coo; i be suppose to be an intern too! but dangit, sat. :| so hows the intern life? haha",neutral,0
2437,tehe. it be on the 9th,neutral,0
2438,see my friends and do coursework i have the weekend off work so i be happy!,positive,1
2439,ha! i know..im very ashamed.,negative,-1
2440,"im all out of life preservers, sorry but if its any consolation, youre in for something really special tomorrow.",neutral,0
2441,"california waiting, every little things gotta be just right ? putz, adoro essa banda",neutral,0
2442,mmmmm my hair smell guuud. the wonder of 'pantien' ;d,positive,1
2443,shop tomorrow? i think yes,neutral,0
2444,"yeah, sabrina..though i keep think its something else. cary grant aint too shabby either. bring up baby",negative,-1
2445,"#tfarp *takes a moment to translate, then nods* youre quite welcome. also, dear, its probably best if you stay here again-",positive,1
2446,thank for the #followfriday,positive,1
2447,awww i tell you when i would change it. i suggest you try to get in touch w/ dres people. lol,positive,1
2448,this go out to the one n only smirker cheer dave! aka jak aka the best chest ever! ? http://blip.fm/~5jjcc,positive,1
2449,"lol, me too!!",positive,1
2450,thank :0 i will try,positive,1
2451,colleen really sincerely hop that get better soon.,positive,1
2452,beer pong and dubstep. good nite,positive,1
2453,i have uncontrolable hic-ups right now that hurt,negative,-1
2454,can you stop work so i can have someone to play with !,neutral,0
2455,no im not go this wknd sorry it take me forever to respond i just realize twitter isnt txting me ur updates!,negative,-1
2456,why do you think so?,neutral,0
2457,where do go???,neutral,0
2458,_henrie can you do a shoutout to holland please ? you get a lot of fan here!,positive,1
2459,watch my baby on snl ! baby you look greaaaaat ;),positive,1
2460,http://tinyurl.com/d53dmn mcfly parody by chris moyles ****,neutral,0
2461,he always brighten up 'the week' ?,positive,1
2462,happy imma get to see some lovely ladies,positive,1
2463,watch 'look for a star' with mom again lub ah c hehe,neutral,0
2464,oh yah her and angel come and harrassed me and try to break in my house!! lol burgen,negative,-1
2465,thnx 4 the follow,positive,1
2466,just finish emergency - by neil strauss - another great read neil - congrats miss you by the way!,neutral,0
2467,not feelin right. hope the feel passes. stupid stomach.,negative,-1
2468,"i cant seem to find it, can you send it to me again please oh and tag it too lol",negative,-1
2469,bad time for everyone whywhywhy do we have to write essay no fair!,negative,-1
2470,"i think in the end, remember the poetry and feel behind something be far more important than the name.",positive,1
2471,i wish i could still drink it but i have two bad nights with white wine in london and then i be sick for almost a week,negative,-1
2472,"@_josh_thomas be you come to sydney?! cool, where can i meet you? id love to meet you, youre my favourite comedian",positive,1
2473,happy mother day to all your moms!,positive,1
2474,"_song glad you have a wondrous beltaine! mine be quiet, yet in sync with the season. miss you all...",neutral,0
2475,"adem in, adem uit",neutral,0
2476,i dont have a vcr...,neutral,0
2477,stephen king fo sho,neutral,0
2478,"finally friday , but still ground till next thursday -- stereos = life <333",positive,1
2479,no tourney til next weekend = http://bit.ly/2xdpf,neutral,0
2480,mcfly evolution for the 4th time round,neutral,0
2481,hang with for the weekend,neutral,0
2482,have just join twitter. reeeally dont understand how to use this lol,neutral,0
2483,omg patron be 1ofmy favs im so jealous icant do 10 but i can do 5 so make it 15 so serious im in alabama visitin fam,negative,-1
2484,have decide i just cant stand s alltop spam any longer.,negative,-1
2485,you be very welcome. you deserve #followfriday every day!,positive,1
2486,oh man sell out have to step away from my desk for 10 min! you be right,neutral,0
2487,happy mother day to all moms here and to your moms too,positive,1
2488,wow the weather be amaze today!,positive,1
2489,"how fun!! i like the beach, but i tend to get really dark fast.",positive,1
2490,bahah that would be really funny she would be really cut haha,positive,1
2491,"really mad at myself for forget about the may 24 deadline for the 40,000 mile award trip to south america on",negative,-1
2492,i lurveeeeee you,positive,1
2493,"so proud of cg, take 5 yrs in the make to get that number 1 spot gnight twitter bugs...time to read myself to sleep.",neutral,0
2494,hey you! do you get my present this morning? hope u like it?,neutral,0
2495,"saimee 26 july, underage festival 2 august, i find some others but they be too far away",neutral,0
2496,"http://bit.ly/unryf i want this, but...",neutral,0
2497,have be reject,negative,-1
2498,"finally the school day ended, friday friday friday w00t! but its rain outside.",neutral,0
2499,http://twitpic.com/4t4jv - no joke my puppy maddie look exactly like maui!!! shes so cute!!,positive,1
2500,the kid be awesome today! they love the face painting!,positive,1
2501,almost time to say good bye to my twimulations. ill miss my tweeps,negative,-1
2502,hey arthur! i forget to say thank for the flag... it be proudly display on my bedroom door! you be a witty one,positive,1
2503,"download eeecontrol for my eee pc today. be play with the settings to make the fan kick in at 1500rpm if above 55c, 0rpm if under..",neutral,0
2504,congrats mollie! just wish i could have get some ticket,neutral,0
2505,right here! army wife in germany! i cant stand that i cannot be there this summer!,negative,-1
2506,oh no i want to go to sea but today the sun be not here! sigh!,negative,-1
2507,"its a good mix of developers, content developers, providers and venture folks",positive,1
2508,be it done?,neutral,0
2509,my deep fry drumsticks be not as good as i think they would be,negative,-1
2510,awesome run report! do you see the bald eagle on the lighthouse? that be their hangout when i last run discovery park.,positive,1
2511,lol. thank babe!,positive,1
2512,this weather be awful! i just want to curl up and read a book all day,negative,-1
2513,_lipz i dont know i havent hear from lorraine recently.,neutral,0
2514,be go to sleep. good night everyone!!,positive,1
2515,_and_jay hi! **** your job!,negative,-1
2516,what you laugh at over there get strawberries?,neutral,0
2517,im cook meatballs for lunch yaaayyy ...,positive,1
2518,no tango icons in this revision.,neutral,0
2519,do anyone know where i can watch the prison break tv movie? its not on itunes,neutral,0
2520,"shes in la, want sun today... but apparently la isnt cooperate",negative,-1
2521,sittin on d bed about 2 fall asleep,neutral,0
2522,watch jay leno tonite!!! its his last day as the tonight show host,neutral,0
2523,respond to more question at thou shall blog! i appreciate this community.,positive,1
2524,: i knowww yur mother be be a **** and she doesnt want to take me to the movies ****,negative,-1
2525,learn a lesson the hard way. lose my usb stick and backup be a month old,negative,-1
2526,michael scholfield be no more. he be dead. i be sorry,negative,-1
2527,http://bit.ly/wl9yl i want to go here,neutral,0
2528,i will be ok when i have be to the drs again today and get my essay do x howre you?? x,neutral,0
2529,be go to forgo pub night with the wife tonight. tough week for both of us and neither be really up for it. plus our neighbor die,negative,-1
2530,i love youuuuu nick santino! thirteen dayssss,positive,1
2531,"cant believe venus lost. a real shame. smh. i think im get sick have such a **** week, doesnt look like the wknd be gona be better!",negative,-1
2532,sittin at home watchin monster in-law waitin for pizza.. yum yum,positive,1
2533,i hope i get the job so i can have some steady income and start eat well again. all the cheap food be horrible for you,neutral,0
2534,i wish i could be in bed by nine once in a while. i never make it in before 3-4 a.m. #sleepdeprived. do too much.,neutral,0
2535,seriously. increasingly good nights. stoke on life! couldnt be happier #goodnight,positive,1
2536,spend the night finally relax with nogard on wow after finish some work need to take a small break from art. i really miss this,negative,-1
2537,"im hear ya dude, i cant either",neutral,0
2538,"sorry about the weather, hopefully youre not in the 2-3 hour wx delay here in bwi",negative,-1
2539,supernatural be good as love it.,positive,1
2540,"sorry, that be a bite negative!",negative,-1
2541,yes i do! because he be go to the marines to protect & serve and leave me!,neutral,0
2542,"school trip to phuket thailand, i be 12 while live in singapore",neutral,0
2543,so what cereal do you usually like?,neutral,0
2544,haha cute. ps thank for the reply make my day haha,positive,1
2545,i sleep at 2am yesterday,neutral,0
2546,now have an unpleasant talk w/n-laws 2 look 4ward 2....,negative,-1
2547,eh...but ill be pick cotton soon....need to suppliment my income,neutral,0
2548,im sure all you people with hangovers will be glad to know im hangover free hope youre not too fragile this morning!,neutral,0
2549,"how tough be that, just want to hug her like my own",negative,-1
2550,oh...my foot hurt now. about 5 minutes after i take it out though.,negative,-1
2551,lmao! you bake non-stop? sound like yummy fun!,positive,1
2552,you have every right to feel like a crazy fanboy! jason mraz and jam morrison? the jealousy be tangible,neutral,0
2553,you guy be an awesome couple,positive,1
2554,you may be pc but i love you anyway!!! maybe someday you too will become mac!,positive,1
2555,well im a little bite sick but im fine,neutral,0
2556,go for the 1 that you want to go to most? my bro have to switch when he do his 1st time its www.direct.gov.uk/studentfinance :],neutral,0
2557,workin ur crazy sched. have to be tiring..its gotta be hard be famous but jus kno u have bazillionz of fan supprtin u,neutral,0
2558,hum -1 for bill bailey,neutral,0
2559,i dont know what to do... time be go by so fast.,negative,-1
2560,this be true... clean clothe be a very good thing! enjoy your day! love your new avatar btw!,positive,1
2561,"see? suck you right in. the only problem will be church/sunday race conflicts, but thats why god give us dvr. :-d _niffer",negative,-1
2562,be go to rye house speedway,neutral,0
2563,thank so much for the discount code. look forward to try your pad out,positive,1
2564,feel like in 16 again - watch twilight & enjoy it,positive,1
2565,i feel actual heartbreak.. _gates last night x,negative,-1
2566,"omg, its julys last day!",neutral,0
2567,wedding..,neutral,0
2568,_reece naw miss it and the video cool look sexy,positive,1
2569,momentum works! but jeff will have a hard time from 42nd.,negative,-1
2570,look like be hide money in an offshore bank account on behalf of last.fm http://bit.ly/cet0s,neutral,0
2571,have an extra justin rutledge ticket for the mod club tonight,neutral,0
2572,happy birthday! i hope you be do well and have a great birthday day,positive,1
2573,"my name be chad, but i wont be here tomorrow",neutral,0
2574,aww but type from beyond the grave...impressive,positive,1
2575,"i be in school. absolutely i have be sick .. i want to go home - we be write of geography, the best it will",negative,-1
2576,catch me at lunch today... you be correct of he stalk me,positive,1
2577,http://twitpic.com/67fcj - what i have to resort to wear today cause i havent finish my laundry. lol.,positive,1
2578,i could do with another one now myself. be back to work on monday after be off for 7 weeks not good.,negative,-1
2579,i just find out 5 minutes ago mama say his speech be still slur but he seem to be do ok,neutral,0
2580,sorry to hear that man he be be the **** cant reach him now. my heart go out to you and your family.,negative,-1
2581,such.a.tease.,neutral,0
2582,today suck - kisskass19: ï¿½you and katey break up?! yah kate break up with me itï¿½s be awful nd vodkas... http://tumblr.com/xkx1wgl8r,negative,-1
2583,"'updating maven dependencies' i know this be a good thing, but would be better if it happen when i be asleep",positive,1
2584,"arg..tried one pic, but she move so i fail to save it...then they never show her feet again but they be purty!",neutral,0
2585,"yeah, my dad call me taltal, but it be take on aol back in 96, so i add a k for my last name, coincidence be tal talk.",neutral,0
2586,i dont wanna go back to work sleepy time.,negative,-1
2587,nkotb world be the best place to be,positive,1
2588,pinkberry,neutral,0
2589,i be so jealous!!,negative,-1
2590,almost make it to read comedy outlet. headline all weekend. only take me 2 extra hours with traffic. basically double my time.,negative,-1
2591,tis cool..i still stand by my former proclamation! im just stubborn that way! #rebellioustwitwhoknowsacoolcatcook lol,neutral,0
2592,"congratuations, sweetie.",positive,1
2593,ohh yeahh with the showcase he say his artist will be outta town so keep me post as to the next one,neutral,0
2594,huh... pr from 5 to 2..?,neutral,0
2595,"hey, thank for the follow, wow this be excite a new tweet.",positive,1
2596,new picture isnt work,negative,-1
2597,im hungry. and single. head to the golf range soon.,negative,-1
2598,"cool sound!! luv 'drama', 'love game' doesnt work on ur myspace... wish good luck!! xoxo from spain",positive,1
2599,t-bones go to sleep... think be gonna join him,neutral,0
2600,"be you kid me?! that look incredible!!! lay out and swim a lot for me, stick in the cold nyc",positive,1
2601,cant upload a picture. i already hate twitter,negative,-1
2602,i know! im so slow its horrible. dont tell on me!,negative,-1
2603,congrats hey,positive,1
2604,lol u better hurry up cause your **** be run late and whats for breakfast,neutral,0
2605,go thru bill,neutral,0
2606,no omelette today dim sum tomorrow! feast!,neutral,0
2607,"think of get new dvds, csi. cant wait to get my laptop.",neutral,0
2608,be go to help lancey cook,positive,1
2609,hear through the grapevine that we might see you around today. look forward to meet you.,positive,1
2610,diggin your moustachio! look good daddio!,positive,1
2611,"_ im good thanks! do you have a good drive? careful with your blackberry, we dont want you get scream at",positive,1
2612,"hiya, hows your week been?? just try to dm you but your not following! x",neutral,0
2613,fantastic idea.. you the man! but ill end up all lonely when the tourist go home,neutral,0
2614,happy mother day. . .,neutral,0
2615,"im up. get ready for skill. cant wait to fail my bio final yay! ugh, honor class suckkkk. ):",negative,-1
2616,sorry for take over twitter with my i-cant-sleepness,negative,-1
2617,i miss vlogcandy,negative,-1
2618,class be almostt over,neutral,0
2619,another day @ casino de montreal,neutral,0
2620,morning! bank holiday monday and the sun have go - typical! hospital for knee at 2:30 and then train at 6. another bust day,neutral,0
2621,"it sadden me, youre youtube have changed. its just like every other youtube kid, you use to be different",negative,-1
2622,just find out i have strep,neutral,0
2623,i wish i could spend my last weekend as a high school student in burbank with everyone and not fly off to dc,positive,1
2624,"thank for add me, glad to have you",positive,1
2625,right now it be 5:07am. ugghhh.,negative,-1
2626,nice weather..looks like its go to rain here in # delhi.,positive,1
2627,http://bit.ly/wzk3o <--- paranoid. i actually like it better perform live rather than the studio version.,neutral,0
2628,go to the lumberjack party,neutral,0
2629,thank you opendns for save me from comcasts crappy dns server. my internet be back up to par finally.,neutral,0
2630,i believe that you be,neutral,0
2631,shower before doctor appointment,neutral,0
2632,"hahahah, i will be use that say from now on!",positive,1
2633,"homework bind for the whole weekend, not so fun",negative,-1
2634,"good luck whit the show tonite man, ill be watch",positive,1
2635,i should be 'bus stalking' right now..i soo wish i be still meet today,neutral,0
2636,finally get my saynow account up and run yayy jbs get a canadian saynow number!.. be anyone else use their landline phone? call me!,neutral,0
2637,i hate it when i be in pain,negative,-1
2638,do i miss you go to the killers or be it soon? be you excited? i remember i need to ask you,neutral,0
2639,just wake up...for once i manage to sleep in!! go out for lunch later then back to essay,neutral,0
2640,"_r drive-in!? srsly!? *jealous* i have never ever be to one. there be one down the rd, but its no longer operational :|",negative,-1
2641,chill its da rihanna bob. if it be 16 in id have no problem!!! lol. r u at school all summer,neutral,0
2642,wonder why its so hard for me to concentrate...,negative,-1
2643,"i feel bad over everything.. how can i be so stupid? why be i so harsh? its my fault, i know it. im sorry savvy, love you guys<3",negative,-1
2644,good morning i eat pizza for breakfast,positive,1
2645,"and the city i love, tucson, be the 18th most miserable http://bit.ly/k3gmw",neutral,0
2646,cant keep eye open....*shuts eyes*,neutral,0
2647,...and all woman who transfer their first impressions (sexual/maternal) onto a less threaten man -- be themselves as weak as him,negative,-1
2648,"sorry you be have a bad week. i feel like if i could get good sleep, i would be so much better too. fog",negative,-1
2649,goodnight twitterville! really enjoy pearl harbor. now off to sleep and cuddle with my hot man! i will have good dream tonight! xoxo,neutral,0
2650,cant believe the weekend be over already! where do the time go? have a nice day with the fam. today. mum have a good day too.,positive,1
2651,at brand iron with drea! white boubous and **** can get down! haha crunk! for the next couple hours! haha fun times!,positive,1
2652,"be hang with bryant&&hailee, possibly lafayette tonight. nd i dont know why i keep update this because i have 0 followers",neutral,0
2653,happy mother day mom.. i love yew...,positive,1
2654,i <3 my new picture! its so pretty with the reflect sunlight on the leaves!,positive,1
2655,"wow, 5 pm roll around really fast. i accomplish only one thing on my to do list today...",negative,-1
2656,yeah.. give me something useless to crib abt,negative,-1
2657,worst day ever. and its only noon.,negative,-1
2658,"video a challenge when shoot in not-so-scenic conference room with no mic, but thank you love your grant park house & dogs!!!",positive,1
2659,blue oyster cult - i love the night *thats when all my friends be around* ? http://blip.fm/~5jd4b,positive,1
2660,haha **** you not invite me,negative,-1
2661,"_phatass hopefully youre up before 8, as meet be at 8",positive,1
2662,hope ur all havin a nice friday! be feel down this past week since my dog passing...,neutral,0
2663,baby im in maryland im not gonna make it but i will see ur sexy **** next sit in camden vip....come early n hang!!!!!,positive,1
2664,"wear a pair of trousers that be loose last year, tight this year",negative,-1
2665,i wont make u cry,positive,1
2666,get the sniffle i so dont want to get sick - i dont need this.,positive,1
2667,will maybe have my cell phone soon ! yeah !,positive,1
2668,no way! i didnt know he be sing rof thats without a doubt my fave he have do on idol thus far!! eep~fangirl moment,positive,1
2669,have a **** contact with both parent >.> grrr,negative,-1
2670,im soo jealous right now!!,negative,-1
2671,hollowbabeshere come the utter shite #bgt <i completely agree,negative,-1
2672,miss my bffls! miss my friday night dates! hot dog for dinner then who know what the even holds!,negative,-1
2673,a good girl nevah tell hahahahaha! hope you have a good weekend,positive,1
2674,be the bee to busy to talk to his buddy on yahoo?,neutral,0
2675,or a punch the shape of the card on a card on a card on a card. and then ask people what it is. for free cards.,neutral,0
2676,"wake up and its bank holiday monday, so no college. get a text from tom via jasons mobile earlier today, so im hop they turn up.",positive,1
2677,cont...and then it go to waste no one like stale sweets. that remind me of this cute song call stale cupcakes lol,neutral,0
2678,_mcfly how cool will that be she be so nice!! bless her=] so what ya upto? love you (l) xoxox,positive,1
2679,keep the suggestions coming...i love the classics!,positive,1
2680,cant sleep again! i couldnt sleep last night eather! *wabble wabble*,negative,-1
2681,tonight my bed have be the enterprise and i be mrs kirk,neutral,0
2682,go to take my last final ... wish me luck ..,positive,1
2683,i just realize that im go home 2 weeks from today,neutral,0
2684,"my girlfriend still like sesame st, and so do i",positive,1
2685,"time always seem to fly when im with wade, its weird; but i like it... a lot!",neutral,0
2686,just plant flovers in the school garden with my 3 yr old...very mucky but great fun,positive,1
2687,aww. can you tell her to follow me?,neutral,0
2688,do the creepy lolipop guy play head esploder 5 ??,neutral,0
2689,i wish i could choose what band play trash on june 20th...hmmm!!!,positive,1
2690,sound great. im look forward to it then,positive,1
2691,"i think that boat sail my friend... the few ccos that have them, have them months ago.... i wish you luck though...",positive,1
2692,awwww bless her she need another chance.,positive,1
2693,be nto milk deffo!,neutral,0
2694,"we be in the state of cheese - yum! green, moo-cow pasture everywhere, and super friendly lutherans too",positive,1
2695,bye bye for now you lovely tweeters and especially my followers,positive,1
2696,head home from sacramento. will continue write the windows server 2008 r2 unleash book over the weekend. sigh #windows,neutral,0
